
1it [00:00, ?it/s]
142it [02:24,  1.60s/it, bound:6 nc: 42 ncall:4.7e+03 eff:3.0% logz-ratio=-498.49+/-0.10 dlogz:219.329>0.1]
166it [02:59,  1.54s/it, bound:9 nc: 56 ncall:6.0e+03 eff:2.8% logz-ratio=-485.13+/-0.10 dlogz:205.571>0.1]
190it [04:54,  2.68s/it, bound:11 nc: 51 ncall:7.2e+03 eff:2.6% logz-ratio=-472.69+/-0.10 dlogz:193.404>0.1]
213it [05:38,  2.43s/it, bound:16 nc:175 ncall:1.1e+04 eff:1.9% logz-ratio=-463.87+/-0.10 dlogz:184.272>0.1]
235it [05:38,  1.68s/it, bound:19 nc:  1 ncall:1.3e+04 eff:5.5% logz-ratio=-332.58+/-0.13 dlogz:50.107>0.1] 
236it [05:50,  1.68s/it, bound:19 nc: 66 ncall:1.3e+04 eff:1.8% logz-ratio=-456.62+/-0.04 dlogz:176.887>0.1]
237it [06:06,  2.15s/it, bound:19 nc: 66 ncall:1.3e+04 eff:1.8% logz-ratio=-456.36+/-0.06 dlogz:176.625>0.1]
262it [06:48,  1.96s/it, bound:20 nc: 40 ncall:1.4e+04 eff:1.9% logz-ratio=-448.68+/-0.10 dlogz:169.018>0.1]
286it [07:26,  1.84s/it, bound:23 nc: 64 ncall:1.5e+04 eff:1.9% logz-ratio=-441.32+/-0.10 dlogz:161.536>0.1]
311it [07:57,  1.63s/it, bound:25 nc: 56 ncall:1.7e+04 eff:1.9% logz-ratio=-434.44+/-0.09 dlogz:154.562>0.1]
335it [08:37,  1.64s/it, bound:27 nc: 46 ncall:1.8e+04 eff:1.9% logz-ratio=-428.59+/-0.09 dlogz:148.624>0.1]
359it [09:23,  1.72s/it, bound:29 nc: 60 ncall:1.9e+04 eff:1.9% logz-ratio=-424.06+/-0.09 dlogz:144.026>0.1]
383it [10:00,  1.67s/it, bound:32 nc: 70 ncall:2.1e+04 eff:1.8% logz-ratio=-418.44+/-0.10 dlogz:138.344>0.1]
407it [10:35,  1.61s/it, bound:34 nc: 52 ncall:2.2e+04 eff:1.8% logz-ratio=-414.17+/-0.09 dlogz:133.976>0.1]
430it [11:26,  1.78s/it, bound:36 nc: 51 ncall:2.3e+04 eff:1.8% logz-ratio=-410.51+/-0.09 dlogz:130.306>0.1]
450it [11:26,  1.30s/it, bound:38 nc:  1 ncall:2.5e+04 eff:3.8% logz-ratio=-304.95+/-0.34 dlogz:20.104>0.1] 
454it [11:40,  1.30s/it, bound:39 nc: 76 ncall:2.5e+04 eff:1.8% logz-ratio=-405.42+/-0.06 dlogz:125.123>0.1]
455it [12:33,  2.37s/it, bound:39 nc: 76 ncall:2.5e+04 eff:1.8% logz-ratio=-405.27+/-0.06 dlogz:124.993>0.1]
480it [13:09,  2.01s/it, bound:42 nc: 79 ncall:2.7e+04 eff:1.8% logz-ratio=-401.97+/-0.09 dlogz:121.593>0.1]
505it [13:46,  1.82s/it, bound:44 nc: 54 ncall:2.9e+04 eff:1.8% logz-ratio=-398.99+/-0.09 dlogz:118.612>0.1]
526it [14:34,  1.96s/it, bound:46 nc: 53 ncall:3.0e+04 eff:1.8% logz-ratio=-396.23+/-0.09 dlogz:115.796>0.1]
550it [15:12,  1.84s/it, bound:48 nc: 72 ncall:3.2e+04 eff:1.7% logz-ratio=-391.97+/-0.10 dlogz:111.485>0.1]
574it [15:57,  1.85s/it, bound:51 nc: 57 ncall:3.3e+04 eff:1.7% logz-ratio=-388.45+/-0.09 dlogz:107.901>0.1]
599it [16:30,  1.68s/it, bound:53 nc: 66 ncall:3.5e+04 eff:1.7% logz-ratio=-384.39+/-0.09 dlogz:103.802>0.1]
622it [17:09,  1.69s/it, bound:55 nc: 47 ncall:3.6e+04 eff:1.7% logz-ratio=-381.28+/-0.09 dlogz:100.631>0.1]
645it [18:00,  1.84s/it, bound:57 nc: 59 ncall:3.7e+04 eff:1.7% logz-ratio=-378.91+/-0.09 dlogz:98.189>0.1] 
664it [18:00,  1.36s/it, bound:59 nc: 80 ncall:3.8e+04 eff:1.7% logz-ratio=-376.87+/-0.09 dlogz:96.184>0.1]
665it [18:20,  1.36s/it, bound:60 nc: 80 ncall:3.9e+04 eff:1.7% logz-ratio=-376.72+/-0.09 dlogz:96.023>0.1]
666it [18:49,  2.24s/it, bound:60 nc: 80 ncall:3.9e+04 eff:1.7% logz-ratio=-376.58+/-0.09 dlogz:95.874>0.1]
690it [19:24,  1.92s/it, bound:62 nc: 70 ncall:4.0e+04 eff:1.7% logz-ratio=-374.10+/-0.09 dlogz:93.296>0.1]
714it [20:09,  1.90s/it, bound:64 nc: 69 ncall:4.2e+04 eff:1.7% logz-ratio=-371.63+/-0.09 dlogz:90.812>0.1]
735it [20:55,  1.99s/it, bound:67 nc: 69 ncall:4.3e+04 eff:1.7% logz-ratio=-369.79+/-0.09 dlogz:88.873>0.1]
759it [21:41,  1.97s/it, bound:69 nc: 71 ncall:4.5e+04 eff:1.7% logz-ratio=-368.18+/-0.09 dlogz:87.225>0.1]
783it [22:30,  1.99s/it, bound:72 nc: 70 ncall:4.6e+04 eff:1.7% logz-ratio=-366.30+/-0.09 dlogz:85.280>0.1]
807it [23:21,  2.03s/it, bound:75 nc: 72 ncall:4.8e+04 eff:1.7% logz-ratio=-364.29+/-0.09 dlogz:83.243>0.1]
826it [23:29,  1.61s/it, bound:77 nc: 72 ncall:5.0e+04 eff:1.7% logz-ratio=-362.68+/-0.03 dlogz:81.596>0.1]
830it [23:40,  1.61s/it, bound:77 nc: 72 ncall:5.0e+04 eff:1.7% logz-ratio=-362.38+/-0.05 dlogz:81.272>0.1]
831it [24:08,  2.17s/it, bound:77 nc: 72 ncall:5.0e+04 eff:1.7% logz-ratio=-362.32+/-0.06 dlogz:81.202>0.1]
856it [24:53,  2.02s/it, bound:80 nc: 57 ncall:5.1e+04 eff:1.7% logz-ratio=-360.24+/-0.09 dlogz:79.078>0.1]
879it [25:35,  1.95s/it, bound:82 nc: 66 ncall:5.3e+04 eff:1.7% logz-ratio=-358.80+/-0.09 dlogz:77.586>0.1]
901it [26:23,  2.03s/it, bound:84 nc: 64 ncall:5.4e+04 eff:1.7% logz-ratio=-357.52+/-0.09 dlogz:76.262>0.1]
923it [26:57,  1.88s/it, bound:87 nc: 72 ncall:5.6e+04 eff:1.7% logz-ratio=-355.94+/-0.09 dlogz:74.637>0.1]
947it [28:07,  2.22s/it, bound:89 nc: 53 ncall:5.7e+04 eff:1.7% logz-ratio=-354.49+/-0.09 dlogz:73.153>0.1]
970it [32:34,  5.13s/it, bound:93 nc:103 ncall:5.9e+04 eff:1.6% logz-ratio=-352.73+/-0.10 dlogz:79.194>0.1]
994it [33:22,  4.14s/it, bound:105 nc:393 ncall:6.9e+04 eff:1.4% logz-ratio=-350.93+/-0.08 dlogz:77.314>0.1]
1019it [34:28,  3.65s/it, bound:107 nc: 67 ncall:7.1e+04 eff:1.4% logz-ratio=-349.24+/-0.09 dlogz:75.590>0.1]
1043it [35:14,  3.13s/it, bound:111 nc: 97 ncall:7.3e+04 eff:1.4% logz-ratio=-347.39+/-0.10 dlogz:74.249>0.1]
1061it [35:28,  2.54s/it, bound:113 nc: 67 ncall:7.4e+04 eff:1.4% logz-ratio=-346.19+/-0.02 dlogz:72.983>0.1]
1067it [36:21,  3.21s/it, bound:113 nc: 67 ncall:7.4e+04 eff:1.4% logz-ratio=-345.83+/-0.06 dlogz:72.610>0.1]
1091it [37:02,  2.65s/it, bound:116 nc: 78 ncall:7.6e+04 eff:1.4% logz-ratio=-344.67+/-0.08 dlogz:71.390>0.1]
1115it [38:03,  2.61s/it, bound:119 nc: 63 ncall:7.8e+04 eff:1.4% logz-ratio=-343.39+/-0.09 dlogz:70.065>0.1]
1138it [38:42,  2.32s/it, bound:122 nc: 87 ncall:8.0e+04 eff:1.4% logz-ratio=-342.28+/-0.09 dlogz:68.909>0.1]
1162it [39:24,  2.14s/it, bound:124 nc: 59 ncall:8.1e+04 eff:1.4% logz-ratio=-341.03+/-0.09 dlogz:67.608>0.1]
1186it [40:15,  2.12s/it, bound:126 nc: 61 ncall:8.3e+04 eff:1.4% logz-ratio=-339.79+/-0.10 dlogz:66.323>0.1]
1211it [41:15,  2.22s/it, bound:129 nc: 69 ncall:8.4e+04 eff:1.4% logz-ratio=-338.65+/-0.10 dlogz:65.130>0.1]
1231it [41:15,  1.63s/it, bound:132 nc:  1 ncall:8.7e+04 eff:2.0% logz-ratio=-292.73+/-0.23 dlogz:14.695>0.1]
1234it [41:30,  1.63s/it, bound:132 nc: 90 ncall:8.7e+04 eff:1.4% logz-ratio=-337.76+/-0.03 dlogz:64.191>0.1]
1235it [41:50,  2.12s/it, bound:133 nc: 90 ncall:8.7e+04 eff:1.4% logz-ratio=-337.72+/-0.04 dlogz:64.147>0.1]
1259it [42:47,  2.22s/it, bound:135 nc: 50 ncall:8.8e+04 eff:1.4% logz-ratio=-336.68+/-0.08 dlogz:63.063>0.1]
1283it [44:13,  2.71s/it, bound:138 nc: 83 ncall:9.0e+04 eff:1.4% logz-ratio=-335.61+/-0.09 dlogz:61.946>0.1]
1307it [45:02,  2.48s/it, bound:142 nc:117 ncall:9.3e+04 eff:1.4% logz-ratio=-334.65+/-0.09 dlogz:60.938>0.1]
1332it [45:57,  2.38s/it, bound:144 nc: 70 ncall:9.4e+04 eff:1.4% logz-ratio=-333.61+/-0.10 dlogz:59.837>0.1]
1356it [46:49,  2.31s/it, bound:147 nc: 81 ncall:9.6e+04 eff:1.4% logz-ratio=-332.62+/-0.10 dlogz:58.802>0.1]
1380it [47:17,  1.97s/it, bound:150 nc: 78 ncall:9.8e+04 eff:1.4% logz-ratio=-331.61+/-0.10 dlogz:57.753>0.1]
1388it [47:32,  1.96s/it, bound:151 nc: 40 ncall:9.9e+04 eff:1.4% logz-ratio=-331.24+/-0.02 dlogz:57.359>0.1]
1404it [48:29,  2.38s/it, bound:152 nc: 84 ncall:9.9e+04 eff:1.4% logz-ratio=-330.66+/-0.07 dlogz:56.742>0.1]
1427it [49:38,  2.60s/it, bound:155 nc: 84 ncall:1.0e+05 eff:1.4% logz-ratio=-329.97+/-0.08 dlogz:55.996>0.1]
1450it [51:20,  3.21s/it, bound:159 nc:105 ncall:1.0e+05 eff:1.4% logz-ratio=-329.23+/-0.09 dlogz:55.225>0.1]
1474it [52:22,  3.01s/it, bound:165 nc:153 ncall:1.1e+05 eff:1.4% logz-ratio=-328.44+/-0.09 dlogz:54.377>0.1]
1498it [52:57,  2.51s/it, bound:168 nc: 91 ncall:1.1e+05 eff:1.4% logz-ratio=-327.67+/-0.10 dlogz:53.561>0.1]
1522it [53:54,  2.47s/it, bound:170 nc: 52 ncall:1.1e+05 eff:1.4% logz-ratio=-326.90+/-0.10 dlogz:52.740>0.1]
1524it [53:54,  2.38s/it, bound:170 nc: 81 ncall:1.1e+05 eff:1.4% logz-ratio=-326.83+/-0.02 dlogz:52.671>0.1]
1545it [54:10,  2.38s/it, bound:173 nc: 81 ncall:1.1e+05 eff:1.4% logz-ratio=-326.24+/-0.07 dlogz:52.031>0.1]
1546it [55:56,  3.53s/it, bound:173 nc: 81 ncall:1.1e+05 eff:1.4% logz-ratio=-326.21+/-0.07 dlogz:52.002>0.1]
1570it [56:52,  3.10s/it, bound:179 nc:185 ncall:1.2e+05 eff:1.3% logz-ratio=-325.47+/-0.09 dlogz:51.212>0.1]
1594it [57:58,  2.98s/it, bound:183 nc: 86 ncall:1.2e+05 eff:1.3% logz-ratio=-324.67+/-0.09 dlogz:50.367>0.1]
1619it [58:50,  2.67s/it, bound:186 nc: 93 ncall:1.2e+05 eff:1.3% logz-ratio=-323.88+/-0.10 dlogz:49.527>0.1]
1640it [59:05,  2.10s/it, bound:189 nc: 76 ncall:1.2e+05 eff:1.3% logz-ratio=-323.27+/-0.02 dlogz:48.874>0.1]
1643it [1:00:01,  3.04s/it, bound:189 nc: 76 ncall:1.2e+05 eff:1.3% logz-ratio=-323.17+/-0.04 dlogz:48.770>0.1]
1667it [1:00:45,  2.57s/it, bound:192 nc: 83 ncall:1.3e+05 eff:1.3% logz-ratio=-322.29+/-0.08 dlogz:47.856>0.1]
1691it [1:01:14,  2.08s/it, bound:195 nc: 65 ncall:1.3e+05 eff:1.3% logz-ratio=-321.42+/-0.09 dlogz:46.922>0.1]
1713it [1:02:30,  2.51s/it, bound:196 nc: 41 ncall:1.3e+05 eff:1.3% logz-ratio=-320.71+/-0.10 dlogz:46.174>0.1]
1736it [1:03:47,  2.78s/it, bound:200 nc:114 ncall:1.3e+05 eff:1.3% logz-ratio=-319.90+/-0.10 dlogz:45.312>0.1]
1762it [1:05:03,  2.83s/it, bound:204 nc:106 ncall:1.3e+05 eff:1.3% logz-ratio=-319.14+/-0.10 dlogz:44.495>0.1]
1785it [1:05:03,  1.98s/it, bound:208 nc:117 ncall:1.4e+05 eff:1.3% logz-ratio=-318.56+/-0.03 dlogz:43.867>0.1]
1785it [1:05:20,  1.98s/it, bound:208 nc:117 ncall:1.4e+05 eff:1.3% logz-ratio=-318.56+/-0.03 dlogz:43.867>0.1]
1786it [1:06:09,  3.17s/it, bound:208 nc:117 ncall:1.4e+05 eff:1.3% logz-ratio=-318.53+/-0.04 dlogz:43.840>0.1]
1810it [1:06:51,  2.61s/it, bound:212 nc:100 ncall:1.4e+05 eff:1.3% logz-ratio=-317.95+/-0.07 dlogz:43.209>0.1]
1834it [1:08:00,  2.70s/it, bound:215 nc: 62 ncall:1.4e+05 eff:1.3% logz-ratio=-317.39+/-0.09 dlogz:42.603>0.1]
1857it [1:09:22,  2.99s/it, bound:218 nc:101 ncall:1.4e+05 eff:1.3% logz-ratio=-316.78+/-0.09 dlogz:41.946>0.1]
1881it [1:11:08,  3.46s/it, bound:222 nc:117 ncall:1.4e+05 eff:1.3% logz-ratio=-316.17+/-0.10 dlogz:41.284>0.1]
1898it [1:11:24,  2.83s/it, bound:227 nc:158 ncall:1.5e+05 eff:1.3% logz-ratio=-315.76+/-0.02 dlogz:40.843>0.1]
1904it [1:12:17,  3.50s/it, bound:228 nc:158 ncall:1.5e+05 eff:1.3% logz-ratio=-315.60+/-0.04 dlogz:40.678>0.1]
1929it [1:13:17,  3.06s/it, bound:231 nc: 78 ncall:1.5e+05 eff:1.3% logz-ratio=-315.01+/-0.08 dlogz:40.036>0.1]
1952it [1:16:01,  4.47s/it, bound:234 nc: 92 ncall:1.5e+05 eff:1.3% logz-ratio=-314.45+/-0.09 dlogz:39.427>0.1]
1976it [1:17:04,  3.85s/it, bound:242 nc:246 ncall:1.6e+05 eff:1.2% logz-ratio=-313.91+/-0.10 dlogz:38.839>0.1]
1999it [1:17:05,  2.63s/it, bound:246 nc: 91 ncall:1.6e+05 eff:1.2% logz-ratio=-313.37+/-0.05 dlogz:38.251>0.1]
2000it [1:17:20,  2.63s/it, bound:246 nc: 91 ncall:1.6e+05 eff:1.2% logz-ratio=-313.35+/-0.05 dlogz:38.225>0.1]
2001it [1:17:44,  3.27s/it, bound:246 nc: 91 ncall:1.6e+05 eff:1.2% logz-ratio=-313.32+/-0.05 dlogz:38.199>0.1]
2025it [1:21:06,  5.31s/it, bound:248 nc: 55 ncall:1.6e+05 eff:1.2% logz-ratio=-312.81+/-0.08 dlogz:37.635>0.1]
2048it [1:22:16,  4.51s/it, bound:259 nc:302 ncall:1.7e+05 eff:1.2% logz-ratio=-312.34+/-0.09 dlogz:37.117>0.1]
2072it [1:23:36,  4.10s/it, bound:262 nc: 97 ncall:1.7e+05 eff:1.2% logz-ratio=-311.86+/-0.09 dlogz:36.593>0.1]
2078it [1:23:52,  3.95s/it, bound:263 nc:112 ncall:1.7e+05 eff:1.2% logz-ratio=-311.75+/-0.01 dlogz:36.465>0.1]
2097it [1:25:03,  3.88s/it, bound:267 nc:112 ncall:1.7e+05 eff:1.2% logz-ratio=-311.33+/-0.06 dlogz:36.012>0.1]
2122it [1:26:07,  3.37s/it, bound:271 nc:100 ncall:1.8e+05 eff:1.2% logz-ratio=-310.79+/-0.08 dlogz:35.425>0.1]
2147it [1:28:17,  4.02s/it, bound:274 nc: 90 ncall:1.8e+05 eff:1.2% logz-ratio=-310.32+/-0.09 dlogz:34.896>0.1]
2170it [1:28:58,  3.31s/it, bound:280 nc:187 ncall:1.8e+05 eff:1.2% logz-ratio=-309.86+/-0.10 dlogz:34.399>0.1]
2187it [1:28:58,  2.48s/it, bound:282 nc: 60 ncall:1.8e+05 eff:1.2% logz-ratio=-309.55+/-0.01 dlogz:35.160>0.1]
2193it [1:29:10,  2.48s/it, bound:282 nc: 60 ncall:1.8e+05 eff:1.2% logz-ratio=-309.44+/-0.04 dlogz:35.039>0.1]
2194it [1:30:00,  3.29s/it, bound:283 nc: 60 ncall:1.8e+05 eff:1.2% logz-ratio=-309.42+/-0.04 dlogz:35.019>0.1]
2219it [1:31:02,  2.97s/it, bound:286 nc: 86 ncall:1.9e+05 eff:1.2% logz-ratio=-308.97+/-0.07 dlogz:34.519>0.1]
2243it [1:31:47,  2.59s/it, bound:290 nc: 90 ncall:1.9e+05 eff:1.2% logz-ratio=-308.52+/-0.09 dlogz:34.017>0.1]
2267it [1:32:53,  2.64s/it, bound:292 nc: 70 ncall:1.9e+05 eff:1.2% logz-ratio=-308.11+/-0.09 dlogz:33.563>0.1]
2292it [1:33:37,  2.34s/it, bound:296 nc: 67 ncall:1.9e+05 eff:1.2% logz-ratio=-307.66+/-0.10 dlogz:33.062>0.1]
2315it [1:34:47,  2.56s/it, bound:298 nc: 67 ncall:1.9e+05 eff:1.2% logz-ratio=-307.26+/-0.10 dlogz:32.615>0.1]
2334it [1:35:04,  2.12s/it, bound:301 nc:104 ncall:2.0e+05 eff:1.2% logz-ratio=-306.92+/-0.01 dlogz:32.239>0.1]
2339it [1:35:45,  2.67s/it, bound:302 nc:104 ncall:2.0e+05 eff:1.2% logz-ratio=-306.83+/-0.03 dlogz:32.140>0.1]
2362it [1:36:28,  2.37s/it, bound:304 nc: 59 ncall:2.0e+05 eff:1.2% logz-ratio=-306.44+/-0.07 dlogz:31.703>0.1]
2387it [1:38:13,  3.04s/it, bound:307 nc: 60 ncall:2.0e+05 eff:1.2% logz-ratio=-306.02+/-0.08 dlogz:31.230>0.1]
2411it [1:39:01,  2.70s/it, bound:313 nc:153 ncall:2.0e+05 eff:1.2% logz-ratio=-305.59+/-0.09 dlogz:30.757>0.1]
2435it [1:40:36,  3.10s/it, bound:315 nc: 73 ncall:2.1e+05 eff:1.2% logz-ratio=-305.17+/-0.10 dlogz:30.287>0.1]
2457it [1:41:26,  2.85s/it, bound:320 nc:142 ncall:2.1e+05 eff:1.2% logz-ratio=-304.80+/-0.10 dlogz:29.871>0.1]
2480it [1:41:26,  1.98s/it, bound:322 nc: 72 ncall:2.1e+05 eff:1.2% logz-ratio=-304.41+/-0.06 dlogz:29.438>0.1]
2480it [1:41:40,  1.98s/it, bound:322 nc: 72 ncall:2.1e+05 eff:1.2% logz-ratio=-304.41+/-0.06 dlogz:29.438>0.1]
2481it [1:44:27,  5.34s/it, bound:322 nc: 72 ncall:2.1e+05 eff:1.2% logz-ratio=-304.40+/-0.06 dlogz:29.419>0.1]
2506it [1:45:45,  4.44s/it, bound:331 nc:256 ncall:2.2e+05 eff:1.2% logz-ratio=-303.98+/-0.08 dlogz:28.949>0.1]
2530it [1:46:58,  3.95s/it, bound:335 nc:115 ncall:2.2e+05 eff:1.2% logz-ratio=-303.57+/-0.09 dlogz:28.494>0.1]
2545it [1:47:15,  3.27s/it, bound:337 nc:112 ncall:2.2e+05 eff:1.2% logz-ratio=-303.33+/-0.01 dlogz:28.224>0.1]
2554it [1:48:52,  4.56s/it, bound:339 nc:136 ncall:2.2e+05 eff:1.2% logz-ratio=-303.17+/-0.04 dlogz:28.053>0.1]
2578it [1:49:50,  3.70s/it, bound:343 nc:136 ncall:2.3e+05 eff:1.1% logz-ratio=-302.79+/-0.07 dlogz:27.616>0.1]
2601it [1:50:47,  3.27s/it, bound:347 nc: 86 ncall:2.3e+05 eff:1.1% logz-ratio=-302.43+/-0.09 dlogz:27.212>0.1]
2625it [1:52:16,  3.43s/it, bound:350 nc: 80 ncall:2.3e+05 eff:1.1% logz-ratio=-302.04+/-0.10 dlogz:26.780>0.1]
2647it [1:53:18,  3.24s/it, bound:354 nc: 90 ncall:2.3e+05 eff:1.1% logz-ratio=-301.65+/-0.10 dlogz:26.348>0.1]
2659it [1:53:19,  2.61s/it, bound:356 nc: 90 ncall:2.3e+05 eff:1.1% logz-ratio=-301.45+/-0.01 dlogz:26.115>0.1]
2667it [1:53:30,  2.61s/it, bound:357 nc: 90 ncall:2.3e+05 eff:1.1% logz-ratio=-301.31+/-0.04 dlogz:25.963>0.1]
2668it [1:55:35,  4.78s/it, bound:357 nc: 90 ncall:2.3e+05 eff:1.1% logz-ratio=-301.29+/-0.04 dlogz:25.944>0.1]
2693it [1:56:29,  3.72s/it, bound:363 nc:192 ncall:2.4e+05 eff:1.1% logz-ratio=-300.87+/-0.08 dlogz:25.470>0.1]
2717it [1:57:32,  3.32s/it, bound:366 nc: 80 ncall:2.4e+05 eff:1.1% logz-ratio=-300.53+/-0.09 dlogz:25.082>0.1]
2741it [1:58:23,  2.92s/it, bound:370 nc: 91 ncall:2.4e+05 eff:1.1% logz-ratio=-300.24+/-0.09 dlogz:24.737>0.1]
2764it [1:59:13,  2.69s/it, bound:373 nc: 76 ncall:2.4e+05 eff:1.1% logz-ratio=-299.95+/-0.10 dlogz:24.406>0.1]
2775it [1:59:31,  2.49s/it, bound:374 nc: 72 ncall:2.5e+05 eff:1.1% logz-ratio=-299.81+/-0.01 dlogz:24.240>0.1]
2787it [2:01:18,  3.88s/it, bound:375 nc: 72 ncall:2.5e+05 eff:1.1% logz-ratio=-299.65+/-0.04 dlogz:24.062>0.1]
2810it [2:02:17,  3.39s/it, bound:381 nc:155 ncall:2.5e+05 eff:1.1% logz-ratio=-299.34+/-0.07 dlogz:23.707>0.1]
2835it [2:03:16,  3.02s/it, bound:384 nc: 85 ncall:2.5e+05 eff:1.1% logz-ratio=-298.96+/-0.09 dlogz:23.279>0.1]
2858it [2:04:30,  3.09s/it, bound:387 nc: 83 ncall:2.5e+05 eff:1.1% logz-ratio=-298.62+/-0.10 dlogz:25.883>0.1]
2880it [2:05:21,  2.84s/it, bound:391 nc:109 ncall:2.6e+05 eff:1.1% logz-ratio=-298.31+/-0.10 dlogz:25.528>0.1]
2898it [2:05:21,  2.09s/it, bound:393 nc: 75 ncall:2.6e+05 eff:1.1% logz-ratio=-298.05+/-0.01 dlogz:25.230>0.1]
2902it [2:05:40,  2.09s/it, bound:393 nc: 75 ncall:2.6e+05 eff:1.1% logz-ratio=-297.99+/-0.03 dlogz:26.544>0.1]
2903it [2:06:10,  2.83s/it, bound:393 nc: 75 ncall:2.6e+05 eff:1.1% logz-ratio=-297.97+/-0.03 dlogz:26.526>0.1]
2926it [2:06:53,  2.45s/it, bound:396 nc: 71 ncall:2.6e+05 eff:1.1% logz-ratio=-297.65+/-0.07 dlogz:26.159>0.1]
2950it [2:07:54,  2.49s/it, bound:398 nc: 93 ncall:2.6e+05 eff:1.1% logz-ratio=-297.35+/-0.08 dlogz:25.806>0.1]
2973it [2:08:44,  2.38s/it, bound:402 nc: 93 ncall:2.6e+05 eff:1.1% logz-ratio=-297.08+/-0.09 dlogz:25.491>0.1]
2996it [2:09:53,  2.58s/it, bound:404 nc: 74 ncall:2.7e+05 eff:1.1% logz-ratio=-296.84+/-0.10 dlogz:25.202>0.1]
3021it [2:11:05,  2.68s/it, bound:408 nc: 97 ncall:2.7e+05 eff:1.1% logz-ratio=-296.58+/-0.10 dlogz:24.892>0.1]
3044it [2:11:23,  2.11s/it, bound:412 nc:106 ncall:2.7e+05 eff:1.1% logz-ratio=-296.36+/-0.01 dlogz:24.623>0.1]
3045it [2:12:21,  3.15s/it, bound:412 nc:106 ncall:2.7e+05 eff:1.1% logz-ratio=-296.35+/-0.02 dlogz:24.612>0.1]
3070it [2:13:23,  2.88s/it, bound:415 nc: 80 ncall:2.7e+05 eff:1.1% logz-ratio=-296.10+/-0.06 dlogz:24.314>0.1]
3094it [2:14:13,  2.60s/it, bound:418 nc: 93 ncall:2.7e+05 eff:1.1% logz-ratio=-295.87+/-0.07 dlogz:24.032>0.1]
