
1it [00:00, ?it/s]
75it [01:31,  1.53s/it, bound:4 nc: 54 ncall:3.5e+03 eff:2.1% logz-ratio=-554.54+/-0.10 dlogz:246.658>0.1]
98it [02:15,  1.69s/it, bound:7 nc: 56 ncall:4.8e+03 eff:2.0% logz-ratio=-538.65+/-0.10 dlogz:230.598>0.1]
121it [02:53,  1.68s/it, bound:9 nc: 76 ncall:6.6e+03 eff:1.8% logz-ratio=-524.27+/-0.10 dlogz:216.831>0.1]
146it [03:24,  1.52s/it, bound:12 nc: 67 ncall:8.2e+03 eff:1.8% logz-ratio=-505.60+/-0.10 dlogz:197.370>0.1]
170it [03:59,  1.50s/it, bound:14 nc: 55 ncall:9.6e+03 eff:1.8% logz-ratio=-495.83+/-0.10 dlogz:187.564>0.1]
194it [04:24,  1.34s/it, bound:17 nc: 64 ncall:1.1e+04 eff:1.7% logz-ratio=-488.70+/-0.09 dlogz:180.272>0.1]
217it [05:05,  1.48s/it, bound:18 nc: 43 ncall:1.2e+04 eff:1.8% logz-ratio=-479.32+/-0.10 dlogz:171.140>0.1]
232it [05:05,  1.15s/it, bound:20 nc:  1 ncall:1.4e+04 eff:5.2% logz-ratio=-342.41+/-0.07 dlogz:31.120>0.1] 
240it [05:20,  1.15s/it, bound:21 nc: 74 ncall:1.4e+04 eff:1.7% logz-ratio=-469.09+/-0.09 dlogz:160.583>0.1]
241it [05:56,  1.88s/it, bound:21 nc: 74 ncall:1.4e+04 eff:1.7% logz-ratio=-468.82+/-0.09 dlogz:160.292>0.1]
265it [06:31,  1.71s/it, bound:24 nc: 91 ncall:1.6e+04 eff:1.7% logz-ratio=-462.33+/-0.09 dlogz:153.651>0.1]
289it [07:06,  1.63s/it, bound:27 nc: 62 ncall:1.8e+04 eff:1.6% logz-ratio=-454.47+/-0.10 dlogz:145.810>0.1]
313it [07:33,  1.46s/it, bound:29 nc: 62 ncall:1.9e+04 eff:1.6% logz-ratio=-447.60+/-0.10 dlogz:138.872>0.1]
338it [08:07,  1.43s/it, bound:31 nc: 46 ncall:2.0e+04 eff:1.7% logz-ratio=-441.94+/-0.09 dlogz:133.097>0.1]
362it [08:53,  1.57s/it, bound:33 nc: 60 ncall:2.2e+04 eff:1.7% logz-ratio=-437.14+/-0.09 dlogz:128.274>0.1]
386it [09:33,  1.61s/it, bound:36 nc: 81 ncall:2.4e+04 eff:1.6% logz-ratio=-433.76+/-0.09 dlogz:124.863>0.1]
408it [10:04,  1.55s/it, bound:39 nc: 72 ncall:2.5e+04 eff:1.6% logz-ratio=-428.53+/-0.09 dlogz:125.394>0.1]
423it [10:17,  1.40s/it, bound:40 nc: 54 ncall:2.6e+04 eff:1.6% logz-ratio=-425.23+/-0.04 dlogz:122.050>0.1]
432it [11:13,  2.17s/it, bound:41 nc: 54 ncall:2.6e+04 eff:1.6% logz-ratio=-423.70+/-0.08 dlogz:120.541>0.1]
455it [11:57,  2.07s/it, bound:45 nc:104 ncall:2.9e+04 eff:1.6% logz-ratio=-418.83+/-0.10 dlogz:115.588>0.1]
479it [12:38,  1.94s/it, bound:48 nc: 83 ncall:3.1e+04 eff:1.6% logz-ratio=-413.76+/-0.10 dlogz:110.558>0.1]
503it [13:31,  2.03s/it, bound:50 nc: 74 ncall:3.3e+04 eff:1.5% logz-ratio=-409.75+/-0.09 dlogz:106.340>0.1]
527it [14:14,  1.95s/it, bound:54 nc: 92 ncall:3.5e+04 eff:1.5% logz-ratio=-404.88+/-0.10 dlogz:109.713>0.1]
551it [14:51,  1.82s/it, bound:56 nc: 73 ncall:3.7e+04 eff:1.5% logz-ratio=-401.13+/-0.10 dlogz:105.885>0.1]
575it [15:39,  1.87s/it, bound:59 nc: 67 ncall:3.8e+04 eff:1.5% logz-ratio=-398.35+/-0.09 dlogz:102.995>0.1]
590it [15:39,  1.47s/it, bound:61 nc: 82 ncall:3.9e+04 eff:1.5% logz-ratio=-396.74+/-0.07 dlogz:101.326>0.1]
599it [15:50,  1.47s/it, bound:62 nc: 82 ncall:4.0e+04 eff:1.5% logz-ratio=-395.77+/-0.08 dlogz:102.907>0.1]
600it [16:10,  1.76s/it, bound:62 nc: 82 ncall:4.0e+04 eff:1.5% logz-ratio=-395.67+/-0.08 dlogz:102.794>0.1]
625it [16:52,  1.73s/it, bound:64 nc: 54 ncall:4.2e+04 eff:1.5% logz-ratio=-392.83+/-0.09 dlogz:99.937>0.1] 
649it [17:36,  1.77s/it, bound:67 nc: 75 ncall:4.3e+04 eff:1.5% logz-ratio=-389.87+/-0.09 dlogz:96.913>0.1]
673it [18:23,  1.82s/it, bound:70 nc: 77 ncall:4.5e+04 eff:1.5% logz-ratio=-387.43+/-0.09 dlogz:94.404>0.1]
697it [18:57,  1.69s/it, bound:73 nc: 81 ncall:4.7e+04 eff:1.5% logz-ratio=-385.21+/-0.09 dlogz:92.123>0.1]
719it [19:34,  1.69s/it, bound:76 nc: 64 ncall:4.9e+04 eff:1.5% logz-ratio=-382.93+/-0.09 dlogz:89.813>0.1]
742it [20:05,  1.58s/it, bound:78 nc: 69 ncall:5.0e+04 eff:1.5% logz-ratio=-381.06+/-0.09 dlogz:87.871>0.1]
765it [20:39,  1.55s/it, bound:80 nc: 54 ncall:5.1e+04 eff:1.5% logz-ratio=-379.18+/-0.09 dlogz:85.951>0.1]
766it [20:53,  1.78s/it, bound:80 nc: 59 ncall:5.1e+04 eff:1.5% logz-ratio=-379.09+/-0.03 dlogz:85.865>0.1]
787it [21:30,  1.78s/it, bound:82 nc: 59 ncall:5.3e+04 eff:1.5% logz-ratio=-377.10+/-0.09 dlogz:83.834>0.1]
811it [22:10,  1.74s/it, bound:85 nc: 68 ncall:5.4e+04 eff:1.5% logz-ratio=-374.78+/-0.09 dlogz:81.438>0.1]
834it [22:51,  1.75s/it, bound:87 nc: 70 ncall:5.6e+04 eff:1.5% logz-ratio=-373.27+/-0.09 dlogz:79.888>0.1]
857it [23:32,  1.76s/it, bound:90 nc: 74 ncall:5.8e+04 eff:1.5% logz-ratio=-370.61+/-0.10 dlogz:77.208>0.1]
879it [24:22,  1.92s/it, bound:92 nc: 72 ncall:5.9e+04 eff:1.5% logz-ratio=-368.67+/-0.10 dlogz:75.208>0.1]
903it [25:02,  1.84s/it, bound:96 nc: 86 ncall:6.1e+04 eff:1.5% logz-ratio=-367.06+/-0.09 dlogz:73.536>0.1]
928it [26:01,  2.01s/it, bound:98 nc: 68 ncall:6.3e+04 eff:1.5% logz-ratio=-365.61+/-0.09 dlogz:72.027>0.1]
949it [26:01,  1.45s/it, bound:101 nc: 98 ncall:6.5e+04 eff:1.5% logz-ratio=-363.98+/-0.07 dlogz:70.381>0.1]
952it [26:20,  1.45s/it, bound:102 nc: 98 ncall:6.5e+04 eff:1.5% logz-ratio=-363.77+/-0.07 dlogz:81.824>0.1]
953it [26:31,  1.87s/it, bound:102 nc: 98 ncall:6.5e+04 eff:1.5% logz-ratio=-363.71+/-0.07 dlogz:81.752>0.1]
978it [27:15,  1.83s/it, bound:104 nc: 50 ncall:6.7e+04 eff:1.5% logz-ratio=-362.15+/-0.09 dlogz:80.134>0.1]
1002it [27:53,  1.74s/it, bound:107 nc: 80 ncall:6.9e+04 eff:1.5% logz-ratio=-360.77+/-0.09 dlogz:78.708>0.1]
1026it [28:43,  1.85s/it, bound:109 nc: 66 ncall:7.0e+04 eff:1.5% logz-ratio=-359.08+/-0.10 dlogz:76.976>0.1]
1050it [29:18,  1.73s/it, bound:112 nc: 84 ncall:7.2e+04 eff:1.5% logz-ratio=-357.57+/-0.10 dlogz:75.419>0.1]
1073it [30:01,  1.77s/it, bound:115 nc: 60 ncall:7.4e+04 eff:1.5% logz-ratio=-356.10+/-0.10 dlogz:73.904>0.1]
1096it [30:29,  1.61s/it, bound:118 nc: 80 ncall:7.5e+04 eff:1.5% logz-ratio=-354.56+/-0.10 dlogz:72.308>0.1]
1120it [31:02,  1.53s/it, bound:119 nc: 47 ncall:7.7e+04 eff:1.5% logz-ratio=-352.98+/-0.10 dlogz:70.696>0.1]
1127it [31:05,  1.40s/it, bound:120 nc: 54 ncall:7.7e+04 eff:1.5% logz-ratio=-352.56+/-0.02 dlogz:70.247>0.1]
1144it [31:20,  1.40s/it, bound:121 nc: 54 ncall:7.8e+04 eff:1.5% logz-ratio=-351.70+/-0.07 dlogz:69.354>0.1]
1145it [32:03,  1.95s/it, bound:122 nc: 54 ncall:7.8e+04 eff:1.5% logz-ratio=-351.65+/-0.07 dlogz:69.298>0.1]
1169it [32:38,  1.77s/it, bound:126 nc:105 ncall:8.0e+04 eff:1.5% logz-ratio=-350.47+/-0.09 dlogz:68.064>0.1]
1194it [33:18,  1.71s/it, bound:128 nc: 61 ncall:8.2e+04 eff:1.5% logz-ratio=-349.28+/-0.09 dlogz:66.824>0.1]
1219it [34:13,  1.88s/it, bound:131 nc: 70 ncall:8.4e+04 eff:1.5% logz-ratio=-348.03+/-0.10 dlogz:65.523>0.1]
1242it [35:45,  2.52s/it, bound:134 nc: 96 ncall:8.6e+04 eff:1.4% logz-ratio=-347.00+/-0.10 dlogz:64.453>0.1]
1266it [36:35,  2.38s/it, bound:140 nc:164 ncall:9.0e+04 eff:1.4% logz-ratio=-345.87+/-0.02 dlogz:63.263>0.1]
1291it [37:40,  2.45s/it, bound:144 nc: 88 ncall:9.2e+04 eff:1.4% logz-ratio=-344.79+/-0.08 dlogz:62.131>0.1]
1314it [39:41,  3.27s/it, bound:147 nc:114 ncall:9.5e+04 eff:1.4% logz-ratio=-343.87+/-0.09 dlogz:61.172>0.1]
1338it [40:24,  2.83s/it, bound:155 nc:211 ncall:1.0e+05 eff:1.3% logz-ratio=-342.98+/-0.09 dlogz:60.227>0.1]
1362it [41:28,  2.78s/it, bound:158 nc: 78 ncall:1.0e+05 eff:1.3% logz-ratio=-342.07+/-0.10 dlogz:59.277>0.1]
1370it [41:32,  2.49s/it, bound:160 nc:116 ncall:1.0e+05 eff:1.3% logz-ratio=-341.75+/-0.02 dlogz:58.933>0.1]
1384it [41:50,  2.49s/it, bound:162 nc:116 ncall:1.0e+05 eff:1.3% logz-ratio=-341.21+/-0.06 dlogz:58.372>0.1]
1385it [42:27,  2.79s/it, bound:162 nc:116 ncall:1.0e+05 eff:1.3% logz-ratio=-341.17+/-0.07 dlogz:58.329>0.1]
1407it [43:23,  2.70s/it, bound:165 nc: 94 ncall:1.1e+05 eff:1.3% logz-ratio=-340.26+/-0.09 dlogz:57.369>0.1]
1432it [44:08,  2.38s/it, bound:169 nc: 94 ncall:1.1e+05 eff:1.3% logz-ratio=-339.27+/-0.09 dlogz:56.334>0.1]
1455it [45:00,  2.35s/it, bound:172 nc: 80 ncall:1.1e+05 eff:1.3% logz-ratio=-338.45+/-0.10 dlogz:55.465>0.1]
1479it [46:10,  2.52s/it, bound:175 nc: 90 ncall:1.1e+05 eff:1.3% logz-ratio=-337.58+/-0.10 dlogz:54.543>0.1]
1501it [47:01,  2.47s/it, bound:180 nc:120 ncall:1.2e+05 eff:1.3% logz-ratio=-336.77+/-0.02 dlogz:53.687>0.1]
1524it [47:59,  2.48s/it, bound:183 nc: 86 ncall:1.2e+05 eff:1.3% logz-ratio=-336.02+/-0.07 dlogz:52.883>0.1]
1547it [49:10,  2.66s/it, bound:186 nc: 99 ncall:1.2e+05 eff:1.3% logz-ratio=-335.24+/-0.09 dlogz:52.073>0.1]
1571it [49:58,  2.45s/it, bound:191 nc:126 ncall:1.2e+05 eff:1.3% logz-ratio=-334.42+/-0.09 dlogz:51.202>0.1]
1596it [50:35,  2.15s/it, bound:194 nc: 83 ncall:1.2e+05 eff:1.3% logz-ratio=-333.69+/-0.10 dlogz:50.411>0.1]
1620it [51:36,  2.27s/it, bound:196 nc: 65 ncall:1.3e+05 eff:1.3% logz-ratio=-333.06+/-0.10 dlogz:49.735>0.1]
1637it [51:51,  1.95s/it, bound:199 nc:104 ncall:1.3e+05 eff:1.3% logz-ratio=-332.60+/-0.02 dlogz:49.241>0.1]
1644it [52:46,  2.66s/it, bound:200 nc:104 ncall:1.3e+05 eff:1.3% logz-ratio=-332.41+/-0.04 dlogz:49.031>0.1]
1668it [53:30,  2.35s/it, bound:204 nc:100 ncall:1.3e+05 eff:1.3% logz-ratio=-331.62+/-0.08 dlogz:48.206>0.1]
1691it [54:18,  2.27s/it, bound:207 nc: 72 ncall:1.3e+05 eff:1.3% logz-ratio=-330.86+/-0.09 dlogz:47.394>0.1]
1715it [55:18,  2.34s/it, bound:210 nc: 84 ncall:1.3e+05 eff:1.3% logz-ratio=-330.09+/-0.10 dlogz:46.572>0.1]
1740it [55:55,  2.06s/it, bound:214 nc:100 ncall:1.4e+05 eff:1.3% logz-ratio=-329.36+/-0.10 dlogz:45.795>0.1]
1764it [56:54,  2.19s/it, bound:216 nc: 66 ncall:1.4e+05 eff:1.3% logz-ratio=-328.68+/-0.10 dlogz:45.061>0.1]
1783it [56:54,  1.61s/it, bound:220 nc:104 ncall:1.4e+05 eff:1.3% logz-ratio=-328.17+/-0.02 dlogz:44.518>0.1]
1787it [57:10,  1.61s/it, bound:220 nc:104 ncall:1.4e+05 eff:1.3% logz-ratio=-328.08+/-0.04 dlogz:44.412>0.1]
1788it [57:40,  2.29s/it, bound:220 nc:104 ncall:1.4e+05 eff:1.3% logz-ratio=-328.05+/-0.04 dlogz:44.386>0.1]
1810it [59:41,  3.44s/it, bound:223 nc: 84 ncall:1.4e+05 eff:1.3% logz-ratio=-327.55+/-0.07 dlogz:43.836>0.1]
1835it [1:00:44,  3.10s/it, bound:232 nc:203 ncall:1.5e+05 eff:1.2% logz-ratio=-326.98+/-0.08 dlogz:43.220>0.1]
1859it [1:02:00,  3.13s/it, bound:236 nc:110 ncall:1.5e+05 eff:1.2% logz-ratio=-326.41+/-0.09 dlogz:42.597>0.1]
1879it [1:02:16,  2.47s/it, bound:240 nc:131 ncall:1.5e+05 eff:1.2% logz-ratio=-325.94+/-0.02 dlogz:42.086>0.1]
1884it [1:03:00,  3.04s/it, bound:241 nc:131 ncall:1.5e+05 eff:1.2% logz-ratio=-325.82+/-0.04 dlogz:41.962>0.1]
1909it [1:03:55,  2.70s/it, bound:244 nc: 75 ncall:1.6e+05 eff:1.2% logz-ratio=-325.28+/-0.07 dlogz:41.372>0.1]
1933it [1:04:30,  2.27s/it, bound:247 nc: 98 ncall:1.6e+05 eff:1.2% logz-ratio=-324.79+/-0.08 dlogz:40.832>0.1]
1957it [1:06:42,  3.36s/it, bound:250 nc: 64 ncall:1.6e+05 eff:1.2% logz-ratio=-324.29+/-0.09 dlogz:40.278>0.1]
1981it [1:07:42,  3.07s/it, bound:258 nc:224 ncall:1.7e+05 eff:1.2% logz-ratio=-323.77+/-0.10 dlogz:39.719>0.1]
1998it [1:07:42,  2.31s/it, bound:260 nc:101 ncall:1.7e+05 eff:1.2% logz-ratio=-323.43+/-0.04 dlogz:39.345>0.1]
2003it [1:08:00,  2.31s/it, bound:261 nc:101 ncall:1.7e+05 eff:1.2% logz-ratio=-323.33+/-0.05 dlogz:39.232>0.1]
2004it [1:08:17,  2.70s/it, bound:261 nc: 62 ncall:1.7e+05 eff:1.2% logz-ratio=-323.31+/-0.05 dlogz:39.210>0.1]
2027it [1:09:17,  2.68s/it, bound:264 nc: 62 ncall:1.7e+05 eff:1.2% logz-ratio=-322.82+/-0.08 dlogz:38.674>0.1]
2051it [1:10:22,  2.68s/it, bound:268 nc:106 ncall:1.7e+05 eff:1.2% logz-ratio=-322.34+/-0.09 dlogz:38.138>0.1]
2074it [1:11:15,  2.56s/it, bound:271 nc:114 ncall:1.7e+05 eff:1.2% logz-ratio=-321.93+/-0.09 dlogz:37.684>0.1]
2098it [1:12:19,  2.59s/it, bound:275 nc: 93 ncall:1.8e+05 eff:1.2% logz-ratio=-321.55+/-0.10 dlogz:37.254>0.1]
2120it [1:13:06,  2.46s/it, bound:279 nc:107 ncall:1.8e+05 eff:1.2% logz-ratio=-321.21+/-0.10 dlogz:36.870>0.1]
2122it [1:13:22,  2.67s/it, bound:279 nc: 80 ncall:1.8e+05 eff:1.2% logz-ratio=-321.18+/-0.01 dlogz:36.835>0.1]
2144it [1:14:00,  2.32s/it, bound:282 nc: 80 ncall:1.8e+05 eff:1.2% logz-ratio=-320.81+/-0.06 dlogz:36.426>0.1]
2167it [1:14:57,  2.37s/it, bound:284 nc: 67 ncall:1.8e+05 eff:1.2% logz-ratio=-320.39+/-0.08 dlogz:35.965>0.1]
2192it [1:16:25,  2.78s/it, bound:288 nc: 94 ncall:1.8e+05 eff:1.2% logz-ratio=-319.90+/-0.09 dlogz:35.424>0.1]
2216it [1:17:12,  2.51s/it, bound:294 nc:163 ncall:1.9e+05 eff:1.2% logz-ratio=-319.44+/-0.10 dlogz:34.908>0.1]
2241it [1:17:50,  2.19s/it, bound:297 nc: 84 ncall:1.9e+05 eff:1.2% logz-ratio=-318.98+/-0.10 dlogz:34.404>0.1]
2256it [1:17:50,  1.71s/it, bound:298 nc: 68 ncall:1.9e+05 eff:1.2% logz-ratio=-318.69+/-0.01 dlogz:34.087>0.1]
2264it [1:18:00,  1.71s/it, bound:299 nc: 68 ncall:1.9e+05 eff:1.2% logz-ratio=-318.54+/-0.04 dlogz:33.921>0.1]
2265it [1:18:42,  2.35s/it, bound:299 nc: 68 ncall:1.9e+05 eff:1.2% logz-ratio=-318.53+/-0.04 dlogz:33.900>0.1]
2289it [1:19:47,  2.48s/it, bound:303 nc: 95 ncall:1.9e+05 eff:1.2% logz-ratio=-318.14+/-0.07 dlogz:33.461>0.1]
2313it [1:20:34,  2.30s/it, bound:307 nc:116 ncall:2.0e+05 eff:1.2% logz-ratio=-317.79+/-0.08 dlogz:33.063>0.1]
2338it [1:22:19,  2.95s/it, bound:310 nc: 82 ncall:2.0e+05 eff:1.2% logz-ratio=-317.40+/-0.09 dlogz:32.627>0.1]
2362it [1:23:19,  2.81s/it, bound:316 nc:187 ncall:2.0e+05 eff:1.2% logz-ratio=-317.04+/-0.10 dlogz:32.222>0.1]
2367it [1:23:37,  2.87s/it, bound:317 nc:108 ncall:2.0e+05 eff:1.2% logz-ratio=-316.97+/-0.01 dlogz:32.140>0.1]
2385it [1:24:11,  2.57s/it, bound:320 nc:108 ncall:2.1e+05 eff:1.2% logz-ratio=-316.72+/-0.05 dlogz:31.854>0.1]
2410it [1:27:30,  4.62s/it, bound:322 nc: 60 ncall:2.1e+05 eff:1.2% logz-ratio=-316.38+/-0.07 dlogz:31.781>0.1]
2434it [1:28:14,  3.66s/it, bound:334 nc:337 ncall:2.2e+05 eff:1.1% logz-ratio=-316.00+/-0.09 dlogz:31.355>0.1]
2448it [1:28:14,  2.85s/it, bound:336 nc:  1 ncall:2.2e+05 eff:1.4% logz-ratio=-297.52+/-0.49 dlogz:7.997>0.1] 
2456it [1:28:30,  2.85s/it, bound:337 nc: 76 ncall:2.2e+05 eff:1.1% logz-ratio=-315.67+/-0.04 dlogz:30.977>0.1]
2457it [1:31:04,  5.56s/it, bound:337 nc: 76 ncall:2.2e+05 eff:1.1% logz-ratio=-315.65+/-0.04 dlogz:30.959>0.1]
2480it [1:31:54,  4.27s/it, bound:348 nc:305 ncall:2.2e+05 eff:1.1% logz-ratio=-315.29+/-0.07 dlogz:30.556>0.1]
2505it [1:32:37,  3.33s/it, bound:351 nc: 84 ncall:2.3e+05 eff:1.1% logz-ratio=-314.93+/-0.08 dlogz:30.146>0.1]
2527it [1:33:31,  3.05s/it, bound:354 nc: 75 ncall:2.3e+05 eff:1.1% logz-ratio=-314.61+/-0.09 dlogz:29.778>0.1]
2541it [1:33:49,  2.64s/it, bound:356 nc: 98 ncall:2.3e+05 eff:1.1% logz-ratio=-314.41+/-0.01 dlogz:29.553>0.1]
2551it [1:34:41,  3.13s/it, bound:357 nc: 98 ncall:2.3e+05 eff:1.1% logz-ratio=-314.27+/-0.04 dlogz:29.390>0.1]
2575it [1:35:21,  2.56s/it, bound:361 nc: 96 ncall:2.3e+05 eff:1.1% logz-ratio=-313.93+/-0.07 dlogz:28.997>0.1]
2599it [1:36:04,  2.29s/it, bound:364 nc: 70 ncall:2.3e+05 eff:1.1% logz-ratio=-313.60+/-0.08 dlogz:28.625>0.1]
2624it [1:36:59,  2.25s/it, bound:367 nc: 76 ncall:2.4e+05 eff:1.1% logz-ratio=-313.27+/-0.09 dlogz:28.244>0.1]
2647it [1:38:02,  2.41s/it, bound:370 nc: 95 ncall:2.4e+05 eff:1.1% logz-ratio=-312.96+/-0.10 dlogz:27.882>0.1]
2671it [1:38:58,  2.38s/it, bound:374 nc:112 ncall:2.4e+05 eff:1.1% logz-ratio=-312.63+/-0.10 dlogz:27.508>0.1]
2688it [1:38:58,  1.80s/it, bound:377 nc: 98 ncall:2.4e+05 eff:1.1% logz-ratio=-312.40+/-0.04 dlogz:27.246>0.1]
2693it [1:39:10,  1.80s/it, bound:377 nc: 98 ncall:2.4e+05 eff:1.1% logz-ratio=-312.33+/-0.04 dlogz:27.168>0.1]
2694it [1:39:52,  2.60s/it, bound:377 nc: 98 ncall:2.4e+05 eff:1.1% logz-ratio=-312.32+/-0.05 dlogz:27.153>0.1]
2717it [1:40:40,  2.40s/it, bound:381 nc: 92 ncall:2.5e+05 eff:1.1% logz-ratio=-312.01+/-0.07 dlogz:26.797>0.1]
2741it [1:41:33,  2.33s/it, bound:384 nc: 84 ncall:2.5e+05 eff:1.1% logz-ratio=-311.70+/-0.08 dlogz:26.442>0.1]
2767it [1:42:30,  2.28s/it, bound:387 nc: 89 ncall:2.5e+05 eff:1.1% logz-ratio=-311.39+/-0.09 dlogz:26.076>0.1]
2791it [1:44:16,  2.97s/it, bound:391 nc:103 ncall:2.5e+05 eff:1.1% logz-ratio=-311.12+/-0.10 dlogz:25.756>0.1]
2805it [1:44:16,  2.35s/it, bound:395 nc:  1 ncall:2.6e+05 eff:1.3% logz-ratio=-295.85+/-0.37 dlogz:6.176>0.1] 
2805it [1:44:30,  2.35s/it, bound:395 nc:  1 ncall:2.6e+05 eff:1.3% logz-ratio=-291.38+/-0.82 dlogz:0.579>0.1]
2806it [1:44:35,  2.68s/it, bound:395 nc:176 ncall:2.6e+05 eff:1.1% logz-ratio=-310.95+/-0.01 dlogz:25.561>0.1]
2814it [1:45:25,  3.37s/it, bound:397 nc:176 ncall:2.6e+05 eff:1.1% logz-ratio=-310.86+/-0.04 dlogz:25.453>0.1]
2838it [1:46:09,  2.68s/it, bound:401 nc: 94 ncall:2.6e+05 eff:1.1% logz-ratio=-310.60+/-0.06 dlogz:25.141>0.1]
2862it [1:47:22,  2.83s/it, bound:404 nc: 78 ncall:2.6e+05 eff:1.1% logz-ratio=-310.34+/-0.08 dlogz:24.835>0.1]
2886it [1:48:23,  2.73s/it, bound:408 nc:127 ncall:2.6e+05 eff:1.1% logz-ratio=-310.08+/-0.09 dlogz:24.527>0.1]
2910it [1:49:08,  2.43s/it, bound:412 nc:110 ncall:2.7e+05 eff:1.1% logz-ratio=-309.84+/-0.09 dlogz:24.235>0.1]
2928it [1:49:08,  1.79s/it, bound:415 nc: 79 ncall:2.7e+05 eff:1.1% logz-ratio=-309.65+/-0.01 dlogz:24.009>0.1]
2932it [1:49:20,  1.79s/it, bound:415 nc: 79 ncall:2.7e+05 eff:1.1% logz-ratio=-309.60+/-0.03 dlogz:23.956>0.1]
2933it [1:50:35,  3.28s/it, bound:415 nc: 79 ncall:2.7e+05 eff:1.1% logz-ratio=-309.59+/-0.03 dlogz:23.943>0.1]
2957it [1:51:29,  2.87s/it, bound:420 nc:149 ncall:2.7e+05 eff:1.1% logz-ratio=-309.31+/-0.06 dlogz:23.617>0.1]
2980it [1:52:32,  2.82s/it, bound:424 nc: 97 ncall:2.7e+05 eff:1.1% logz-ratio=-309.05+/-0.08 dlogz:24.194>0.1]
3004it [1:53:30,  2.69s/it, bound:428 nc:112 ncall:2.8e+05 eff:1.1% logz-ratio=-308.77+/-0.09 dlogz:23.870>0.1]
3029it [1:54:16,  2.40s/it, bound:432 nc:101 ncall:2.8e+05 eff:1.1% logz-ratio=-308.50+/-0.10 dlogz:23.551>0.1]
3046it [1:54:16,  1.81s/it, bound:434 nc: 82 ncall:2.8e+05 eff:1.1% logz-ratio=-308.33+/-0.02 dlogz:23.346>0.1]
3050it [1:54:30,  1.81s/it, bound:434 nc: 82 ncall:2.8e+05 eff:1.1% logz-ratio=-308.29+/-0.03 dlogz:23.297>0.1]
3051it [1:55:07,  2.60s/it, bound:434 nc: 82 ncall:2.8e+05 eff:1.1% logz-ratio=-308.28+/-0.03 dlogz:23.285>0.1]
3073it [1:56:20,  2.86s/it, bound:438 nc: 89 ncall:2.8e+05 eff:1.1% logz-ratio=-308.06+/-0.06 dlogz:23.020>0.1]
3097it [1:57:08,  2.55s/it, bound:442 nc:131 ncall:2.9e+05 eff:1.1% logz-ratio=-307.83+/-0.07 dlogz:22.742>0.1]
3121it [1:58:12,  2.58s/it, bound:445 nc: 83 ncall:2.9e+05 eff:1.1% logz-ratio=-307.60+/-0.08 dlogz:22.463>0.1]
3144it [1:59:11,  2.58s/it, bound:449 nc:111 ncall:2.9e+05 eff:1.1% logz-ratio=-307.38+/-0.09 dlogz:22.197>0.1]
3169it [2:00:24,  2.70s/it, bound:453 nc:100 ncall:2.9e+05 eff:1.1% logz-ratio=-307.14+/-0.01 dlogz:21.913>0.1]
3191it [2:01:53,  3.08s/it, bound:457 nc:100 ncall:3.0e+05 eff:1.1% logz-ratio=-306.93+/-0.05 dlogz:21.650>0.1]
3214it [2:02:38,  2.75s/it, bound:463 nc:154 ncall:3.0e+05 eff:1.1% logz-ratio=-306.69+/-0.07 dlogz:21.371>0.1]
