
1it [00:00, ?it/s]
338it [00:16, 10.93it/s, bound:0 nc:  1 ncall:1.5e+03 eff:22.8% logz-ratio=-347.71+/-0.10 dlogz:139.835>0.1]
341it [00:16, 12.49it/s, bound:0 nc:  6 ncall:1.5e+03 eff:22.8% logz-ratio=-346.76+/-0.10 dlogz:138.860>0.1]
343it [00:16, 13.45it/s, bound:0 nc:  1 ncall:1.5e+03 eff:22.9% logz-ratio=-346.38+/-0.10 dlogz:138.384>0.1]
345it [00:16, 13.42it/s, bound:0 nc:  7 ncall:1.5e+03 eff:22.8% logz-ratio=-346.01+/-0.09 dlogz:138.027>0.1]
349it [00:17, 16.61it/s, bound:0 nc:  5 ncall:1.5e+03 eff:23.0% logz-ratio=-344.95+/-0.10 dlogz:137.046>0.1]
351it [00:17, 16.71it/s, bound:0 nc:  4 ncall:1.5e+03 eff:23.0% logz-ratio=-344.53+/-0.09 dlogz:136.538>0.1]
353it [00:17, 13.66it/s, bound:0 nc:  3 ncall:1.5e+03 eff:22.9% logz-ratio=-344.16+/-0.09 dlogz:136.161>0.1]
355it [00:17, 14.90it/s, bound:0 nc:  3 ncall:1.5e+03 eff:23.0% logz-ratio=-343.71+/-0.09 dlogz:135.744>0.1]
357it [00:17, 15.45it/s, bound:0 nc:  3 ncall:1.6e+03 eff:23.0% logz-ratio=-343.32+/-0.09 dlogz:135.305>0.1]
359it [00:17, 15.86it/s, bound:0 nc:  4 ncall:1.6e+03 eff:23.0% logz-ratio=-342.91+/-0.09 dlogz:134.940>0.1]
361it [00:17, 15.57it/s, bound:0 nc:  1 ncall:1.6e+03 eff:23.0% logz-ratio=-342.37+/-0.09 dlogz:134.451>0.1]
363it [00:18, 16.63it/s, bound:0 nc:  1 ncall:1.6e+03 eff:23.1% logz-ratio=-341.80+/-0.10 dlogz:133.872>0.1]
365it [00:18, 14.41it/s, bound:0 nc:  7 ncall:1.6e+03 eff:23.0% logz-ratio=-341.31+/-0.10 dlogz:133.317>0.1]
367it [00:18, 11.61it/s, bound:0 nc: 12 ncall:1.6e+03 eff:22.9% logz-ratio=-340.92+/-0.09 dlogz:132.887>0.1]
369it [00:18, 11.72it/s, bound:0 nc:  7 ncall:1.6e+03 eff:22.9% logz-ratio=-340.56+/-0.09 dlogz:132.511>0.1]
374it [00:18, 13.82it/s, bound:0 nc: 13 ncall:1.6e+03 eff:23.0% logz-ratio=-339.87+/-0.09 dlogz:131.769>0.1]
376it [00:19, 14.84it/s, bound:0 nc:  5 ncall:1.6e+03 eff:23.0% logz-ratio=-339.52+/-0.09 dlogz:131.469>0.1]
379it [00:19, 17.76it/s, bound:0 nc:  3 ncall:1.6e+03 eff:23.1% logz-ratio=-338.99+/-0.09 dlogz:130.933>0.1]
381it [00:19, 18.23it/s, bound:0 nc:  3 ncall:1.6e+03 eff:23.1% logz-ratio=-338.57+/-0.09 dlogz:130.527>0.1]
384it [00:19, 20.98it/s, bound:0 nc:  1 ncall:1.7e+03 eff:23.2% logz-ratio=-338.05+/-0.09 dlogz:129.972>0.1]
387it [00:19, 19.19it/s, bound:0 nc:  4 ncall:1.7e+03 eff:23.3% logz-ratio=-337.48+/-0.09 dlogz:129.411>0.1]
390it [00:19, 15.62it/s, bound:0 nc:  6 ncall:1.7e+03 eff:23.2% logz-ratio=-337.00+/-0.09 dlogz:128.884>0.1]
392it [00:20, 13.10it/s, bound:0 nc:  4 ncall:1.7e+03 eff:23.2% logz-ratio=-336.67+/-0.09 dlogz:128.568>0.1]
394it [00:20,  9.72it/s, bound:0 nc:  4 ncall:1.7e+03 eff:23.0% logz-ratio=-336.33+/-0.09 dlogz:128.227>0.1]
397it [00:20, 11.32it/s, bound:0 nc:  7 ncall:1.7e+03 eff:23.0% logz-ratio=-335.81+/-0.09 dlogz:127.724>0.1]
400it [00:20, 12.59it/s, bound:0 nc:  6 ncall:1.7e+03 eff:23.0% logz-ratio=-334.73+/-0.10 dlogz:126.883>0.1]
402it [00:21, 11.57it/s, bound:0 nc:  1 ncall:1.8e+03 eff:23.0% logz-ratio=-334.13+/-0.10 dlogz:126.109>0.1]
404it [00:21, 12.27it/s, bound:0 nc:  6 ncall:1.8e+03 eff:23.0% logz-ratio=-333.43+/-0.10 dlogz:125.500>0.1]
406it [00:21,  9.80it/s, bound:0 nc: 18 ncall:1.8e+03 eff:22.8% logz-ratio=-332.82+/-0.10 dlogz:124.821>0.1]
408it [00:21, 10.08it/s, bound:0 nc:  8 ncall:1.8e+03 eff:22.8% logz-ratio=-332.25+/-0.10 dlogz:124.221>0.1]
410it [00:21, 10.82it/s, bound:0 nc:  6 ncall:1.8e+03 eff:22.8% logz-ratio=-331.73+/-0.10 dlogz:123.697>0.1]
413it [00:21, 14.23it/s, bound:0 nc:  1 ncall:1.8e+03 eff:22.9% logz-ratio=-330.90+/-0.10 dlogz:122.877>0.1]
416it [00:22, 16.30it/s, bound:0 nc:  4 ncall:1.8e+03 eff:23.0% logz-ratio=-330.07+/-0.10 dlogz:122.054>0.1]
418it [00:22, 13.31it/s, bound:0 nc:  5 ncall:1.8e+03 eff:22.9% logz-ratio=-329.46+/-0.10 dlogz:121.437>0.1]
420it [00:22, 14.13it/s, bound:0 nc:  5 ncall:1.8e+03 eff:22.9% logz-ratio=-328.92+/-0.10 dlogz:120.858>0.1]
423it [00:22, 15.71it/s, bound:0 nc:  4 ncall:1.8e+03 eff:23.0% logz-ratio=-328.24+/-0.10 dlogz:120.101>0.1]
425it [00:22, 11.34it/s, bound:0 nc: 12 ncall:1.9e+03 eff:22.8% logz-ratio=-327.88+/-0.10 dlogz:119.725>0.1]
428it [00:22, 13.74it/s, bound:0 nc:  4 ncall:1.9e+03 eff:22.9% logz-ratio=-327.05+/-0.10 dlogz:118.985>0.1]
430it [00:23, 10.86it/s, bound:0 nc:  1 ncall:1.9e+03 eff:22.8% logz-ratio=-326.54+/-0.10 dlogz:118.439>0.1]
433it [00:23, 13.97it/s, bound:0 nc:  3 ncall:1.9e+03 eff:22.9% logz-ratio=-325.73+/-0.10 dlogz:117.660>0.1]
435it [00:23, 10.49it/s, bound:0 nc:  4 ncall:1.9e+03 eff:22.8% logz-ratio=-325.24+/-0.10 dlogz:117.129>0.1]
437it [00:23, 10.59it/s, bound:0 nc:  8 ncall:1.9e+03 eff:22.7% logz-ratio=-324.82+/-0.10 dlogz:116.656>0.1]
441it [00:24, 12.65it/s, bound:0 nc: 10 ncall:1.9e+03 eff:22.8% logz-ratio=-324.24+/-0.09 dlogz:116.007>0.1]
443it [00:24, 10.89it/s, bound:0 nc:  8 ncall:2.0e+03 eff:22.7% logz-ratio=-324.01+/-0.09 dlogz:115.750>0.1]
445it [00:24,  9.58it/s, bound:0 nc:  4 ncall:2.0e+03 eff:22.6% logz-ratio=-323.81+/-0.09 dlogz:115.531>0.1]
447it [00:24, 10.35it/s, bound:0 nc:  6 ncall:2.0e+03 eff:22.6% logz-ratio=-323.57+/-0.09 dlogz:115.317>0.1]
450it [00:25, 10.41it/s, bound:0 nc: 15 ncall:2.0e+03 eff:22.5% logz-ratio=-323.17+/-0.09 dlogz:114.920>0.1]
452it [00:25, 11.28it/s, bound:0 nc:  5 ncall:2.0e+03 eff:22.6% logz-ratio=-322.91+/-0.09 dlogz:114.646>0.1]
454it [00:25, 11.75it/s, bound:0 nc:  8 ncall:2.0e+03 eff:22.6% logz-ratio=-322.61+/-0.09 dlogz:114.381>0.1]
456it [00:25, 10.16it/s, bound:0 nc: 10 ncall:2.0e+03 eff:22.5% logz-ratio=-322.24+/-0.09 dlogz:114.025>0.1]
458it [00:25, 10.11it/s, bound:0 nc:  9 ncall:2.0e+03 eff:22.4% logz-ratio=-321.86+/-0.09 dlogz:113.643>0.1]
460it [00:25, 11.46it/s, bound:0 nc:  3 ncall:2.0e+03 eff:22.5% logz-ratio=-321.55+/-0.09 dlogz:113.297>0.1]
463it [00:26, 14.08it/s, bound:0 nc:  4 ncall:2.1e+03 eff:22.5% logz-ratio=-321.11+/-0.09 dlogz:112.835>0.1]
466it [00:26, 15.69it/s, bound:0 nc:  6 ncall:2.1e+03 eff:22.6% logz-ratio=-320.62+/-0.09 dlogz:112.400>0.1]
468it [00:26, 13.74it/s, bound:0 nc: 11 ncall:2.1e+03 eff:22.5% logz-ratio=-320.31+/-0.09 dlogz:112.035>0.1]
471it [00:26,  9.44it/s, bound:0 nc: 26 ncall:2.1e+03 eff:22.4% logz-ratio=-319.91+/-0.09 dlogz:111.621>0.1]
473it [00:27,  8.87it/s, bound:0 nc: 13 ncall:2.1e+03 eff:22.3% logz-ratio=-319.58+/-0.09 dlogz:111.316>0.1]
475it [00:27,  8.16it/s, bound:0 nc: 13 ncall:2.1e+03 eff:22.2% logz-ratio=-319.29+/-0.09 dlogz:111.002>0.1]
477it [00:27,  9.73it/s, bound:0 nc:  3 ncall:2.1e+03 eff:22.2% logz-ratio=-318.92+/-0.09 dlogz:110.693>0.1]
480it [00:27, 10.93it/s, bound:0 nc:  9 ncall:2.2e+03 eff:22.2% logz-ratio=-318.14+/-0.10 dlogz:109.925>0.1]
482it [00:27, 12.05it/s, bound:0 nc:  1 ncall:2.2e+03 eff:22.2% logz-ratio=-317.68+/-0.10 dlogz:109.476>0.1]
484it [00:28,  8.09it/s, bound:0 nc:  3 ncall:2.2e+03 eff:22.1% logz-ratio=-317.17+/-0.10 dlogz:108.962>0.1]
486it [00:28,  9.00it/s, bound:0 nc:  8 ncall:2.2e+03 eff:22.1% logz-ratio=-316.76+/-0.10 dlogz:108.504>0.1]
488it [00:28,  9.68it/s, bound:0 nc:  7 ncall:2.2e+03 eff:22.0% logz-ratio=-316.38+/-0.10 dlogz:108.106>0.1]
490it [00:29,  9.13it/s, bound:0 nc:  9 ncall:2.2e+03 eff:22.0% logz-ratio=-316.05+/-0.10 dlogz:107.750>0.1]
493it [00:29, 12.11it/s, bound:0 nc:  2 ncall:2.2e+03 eff:22.0% logz-ratio=-315.44+/-0.10 dlogz:107.171>0.1]
495it [00:29, 10.91it/s, bound:0 nc:  9 ncall:2.2e+03 eff:22.0% logz-ratio=-315.11+/-0.10 dlogz:106.791>0.1]
497it [00:29, 10.63it/s, bound:0 nc:  8 ncall:2.3e+03 eff:22.0% logz-ratio=-314.79+/-0.09 dlogz:106.468>0.1]
501it [00:29, 13.71it/s, bound:0 nc:  6 ncall:2.3e+03 eff:22.0% logz-ratio=-314.23+/-0.09 dlogz:105.891>0.1]
504it [00:30, 11.05it/s, bound:0 nc: 20 ncall:2.3e+03 eff:22.0% logz-ratio=-313.70+/-0.09 dlogz:105.379>0.1]
507it [00:30, 13.77it/s, bound:0 nc:  2 ncall:2.3e+03 eff:22.0% logz-ratio=-313.23+/-0.09 dlogz:104.888>0.1]
509it [00:30, 12.38it/s, bound:0 nc:  3 ncall:2.3e+03 eff:22.0% logz-ratio=-312.92+/-0.09 dlogz:104.561>0.1]
512it [00:30, 13.13it/s, bound:0 nc:  7 ncall:2.3e+03 eff:22.0% logz-ratio=-312.41+/-0.09 dlogz:104.067>0.1]
514it [00:30, 13.53it/s, bound:0 nc:  7 ncall:2.3e+03 eff:22.0% logz-ratio=-312.13+/-0.09 dlogz:103.751>0.1]
516it [00:30, 14.29it/s, bound:0 nc:  3 ncall:2.3e+03 eff:22.0% logz-ratio=-311.89+/-0.09 dlogz:103.491>0.1]
518it [00:31, 13.20it/s, bound:0 nc:  2 ncall:2.4e+03 eff:22.0% logz-ratio=-311.68+/-0.09 dlogz:103.265>0.1]
520it [00:31, 12.48it/s, bound:0 nc:  2 ncall:2.4e+03 eff:22.0% logz-ratio=-311.44+/-0.09 dlogz:103.042>0.1]
522it [00:31, 11.66it/s, bound:0 nc:  9 ncall:2.4e+03 eff:22.0% logz-ratio=-311.18+/-0.09 dlogz:102.780>0.1]
525it [00:31, 11.75it/s, bound:0 nc: 10 ncall:2.4e+03 eff:22.0% logz-ratio=-310.59+/-0.09 dlogz:102.273>0.1]
527it [00:31, 12.45it/s, bound:0 nc:  6 ncall:2.4e+03 eff:22.0% logz-ratio=-310.19+/-0.09 dlogz:101.840>0.1]
531it [00:32, 14.46it/s, bound:0 nc:  9 ncall:2.4e+03 eff:22.0% logz-ratio=-309.54+/-0.09 dlogz:101.145>0.1]
534it [00:32, 14.19it/s, bound:0 nc:  9 ncall:2.4e+03 eff:22.0% logz-ratio=-309.11+/-0.09 dlogz:100.711>0.1]
