
1it [00:00, ?it/s]
1076it [51:03,  3.82s/it, bound:114 nc: 67 ncall:7.2e+04 eff:1.5% logz-ratio=-371.84+/-0.07 dlogz:74.596>0.1]
1101it [52:41,  3.86s/it, bound:118 nc:106 ncall:7.5e+04 eff:1.5% logz-ratio=-370.52+/-0.09 dlogz:73.230>0.1]
1126it [54:13,  3.79s/it, bound:122 nc: 99 ncall:7.8e+04 eff:1.5% logz-ratio=-368.93+/-0.10 dlogz:71.590>0.1]
1151it [55:33,  3.60s/it, bound:125 nc: 89 ncall:8.0e+04 eff:1.4% logz-ratio=-367.46+/-0.10 dlogz:70.080>0.1]
1175it [57:01,  3.62s/it, bound:128 nc: 83 ncall:8.2e+04 eff:1.4% logz-ratio=-366.19+/-0.10 dlogz:68.758>0.1]
1198it [59:02,  4.11s/it, bound:132 nc: 92 ncall:8.4e+04 eff:1.4% logz-ratio=-364.86+/-0.10 dlogz:67.370>0.1]
1213it [59:02,  3.21s/it, bound:135 nc:125 ncall:8.6e+04 eff:1.4% logz-ratio=-364.11+/-0.04 dlogz:66.592>0.1]
1221it [59:20,  3.21s/it, bound:136 nc:125 ncall:8.7e+04 eff:1.4% logz-ratio=-363.77+/-0.06 dlogz:66.231>0.1]
1222it [1:00:16,  4.00s/it, bound:136 nc:125 ncall:8.7e+04 eff:1.4% logz-ratio=-363.73+/-0.06 dlogz:66.188>0.1]
1246it [1:02:27,  4.55s/it, bound:139 nc: 76 ncall:8.9e+04 eff:1.4% logz-ratio=-362.83+/-0.08 dlogz:65.243>0.1]
1270it [1:03:33,  3.92s/it, bound:144 nc:135 ncall:9.2e+04 eff:1.4% logz-ratio=-361.89+/-0.09 dlogz:64.256>0.1]
1294it [1:04:48,  3.66s/it, bound:147 nc: 68 ncall:9.4e+04 eff:1.4% logz-ratio=-360.74+/-0.10 dlogz:63.059>0.1]
1319it [1:05:49,  3.26s/it, bound:149 nc: 74 ncall:9.5e+04 eff:1.4% logz-ratio=-359.48+/-0.10 dlogz:61.753>0.1]
1342it [1:06:48,  3.04s/it, bound:152 nc: 66 ncall:9.7e+04 eff:1.4% logz-ratio=-358.52+/-0.10 dlogz:60.736>0.1]
1364it [1:09:08,  4.01s/it, bound:154 nc: 59 ncall:9.8e+04 eff:1.4% logz-ratio=-357.55+/-0.10 dlogz:59.724>0.1]
1372it [1:09:23,  3.73s/it, bound:156 nc:141 ncall:9.9e+04 eff:1.4% logz-ratio=-357.20+/-0.02 dlogz:59.361>0.1]
1388it [1:11:11,  4.57s/it, bound:159 nc:141 ncall:1.0e+05 eff:1.4% logz-ratio=-356.56+/-0.07 dlogz:58.681>0.1]
1412it [1:12:47,  4.35s/it, bound:163 nc:107 ncall:1.0e+05 eff:1.4% logz-ratio=-355.67+/-0.09 dlogz:57.746>0.1]
1436it [1:14:23,  4.23s/it, bound:167 nc:101 ncall:1.1e+05 eff:1.3% logz-ratio=-354.73+/-0.09 dlogz:56.750>0.1]
1461it [1:15:42,  3.86s/it, bound:170 nc: 94 ncall:1.1e+05 eff:1.3% logz-ratio=-353.90+/-0.10 dlogz:55.871>0.1]
1484it [1:17:55,  4.46s/it, bound:173 nc: 82 ncall:1.1e+05 eff:1.3% logz-ratio=-353.18+/-0.10 dlogz:55.103>0.1]
1508it [1:19:40,  4.44s/it, bound:178 nc:141 ncall:1.1e+05 eff:1.3% logz-ratio=-352.48+/-0.04 dlogz:54.361>0.1]
1532it [1:21:38,  4.58s/it, bound:182 nc:103 ncall:1.2e+05 eff:1.3% logz-ratio=-351.70+/-0.08 dlogz:53.526>0.1]
1556it [1:24:02,  5.02s/it, bound:186 nc:117 ncall:1.2e+05 eff:1.3% logz-ratio=-350.95+/-0.09 dlogz:52.731>0.1]
1581it [1:25:54,  4.85s/it, bound:191 nc:148 ncall:1.2e+05 eff:1.3% logz-ratio=-350.17+/-0.09 dlogz:51.898>0.1]
1604it [1:27:52,  4.93s/it, bound:195 nc:113 ncall:1.3e+05 eff:1.3% logz-ratio=-349.37+/-0.10 dlogz:51.054>0.1]
1619it [1:28:07,  4.09s/it, bound:198 nc:122 ncall:1.3e+05 eff:1.3% logz-ratio=-348.93+/-0.02 dlogz:50.582>0.1]
1628it [1:29:25,  4.81s/it, bound:200 nc:122 ncall:1.3e+05 eff:1.3% logz-ratio=-348.70+/-0.05 dlogz:50.329>0.1]
1651it [1:31:43,  5.23s/it, bound:202 nc: 81 ncall:1.3e+05 eff:1.3% logz-ratio=-348.00+/-0.08 dlogz:49.593>0.1]
1674it [1:33:36,  5.12s/it, bound:207 nc:139 ncall:1.3e+05 eff:1.3% logz-ratio=-347.17+/-0.09 dlogz:48.728>0.1]
1698it [1:35:23,  4.90s/it, bound:211 nc:110 ncall:1.4e+05 eff:1.2% logz-ratio=-346.29+/-0.10 dlogz:47.800>0.1]
1722it [1:36:48,  4.46s/it, bound:215 nc:113 ncall:1.4e+05 eff:1.2% logz-ratio=-345.45+/-0.10 dlogz:46.893>0.1]
1747it [1:38:05,  4.02s/it, bound:218 nc: 85 ncall:1.4e+05 eff:1.2% logz-ratio=-344.73+/-0.10 dlogz:46.120>0.1]
1753it [1:38:21,  3.87s/it, bound:219 nc: 81 ncall:1.4e+05 eff:1.2% logz-ratio=-344.57+/-0.02 dlogz:45.949>0.1]
1771it [1:40:40,  5.03s/it, bound:221 nc: 81 ncall:1.4e+05 eff:1.2% logz-ratio=-344.12+/-0.06 dlogz:45.463>0.1]
1795it [1:42:16,  4.66s/it, bound:226 nc:136 ncall:1.5e+05 eff:1.2% logz-ratio=-343.44+/-0.08 dlogz:44.743>0.1]
1818it [1:43:36,  4.26s/it, bound:229 nc: 99 ncall:1.5e+05 eff:1.2% logz-ratio=-342.72+/-0.09 dlogz:43.978>0.1]
1843it [1:46:22,  5.07s/it, bound:232 nc: 77 ncall:1.5e+05 eff:1.2% logz-ratio=-342.03+/-0.10 dlogz:43.232>0.1]
1868it [1:47:27,  4.26s/it, bound:239 nc:162 ncall:1.5e+05 eff:1.2% logz-ratio=-341.37+/-0.10 dlogz:42.528>0.1]
1891it [1:47:27,  2.98s/it, bound:241 nc: 63 ncall:1.6e+05 eff:1.2% logz-ratio=-340.81+/-0.04 dlogz:41.912>0.1]
1892it [1:47:40,  2.98s/it, bound:241 nc: 63 ncall:1.6e+05 eff:1.2% logz-ratio=-340.79+/-0.04 dlogz:41.888>0.1]
1893it [1:49:18,  4.88s/it, bound:241 nc: 63 ncall:1.6e+05 eff:1.2% logz-ratio=-340.76+/-0.04 dlogz:41.863>0.1]
1917it [1:50:42,  4.35s/it, bound:245 nc:107 ncall:1.6e+05 eff:1.2% logz-ratio=-340.22+/-0.07 dlogz:41.274>0.1]
1942it [1:52:41,  4.50s/it, bound:248 nc: 85 ncall:1.6e+05 eff:1.2% logz-ratio=-339.66+/-0.09 dlogz:40.665>0.1]
1966it [1:56:39,  6.29s/it, bound:252 nc:118 ncall:1.6e+05 eff:1.2% logz-ratio=-339.06+/-0.10 dlogz:40.017>0.1]
1990it [1:57:59,  5.35s/it, bound:260 nc:245 ncall:1.7e+05 eff:1.2% logz-ratio=-338.52+/-0.10 dlogz:39.427>0.1]
1994it [1:58:16,  5.26s/it, bound:261 nc: 85 ncall:1.7e+05 eff:1.2% logz-ratio=-338.43+/-0.02 dlogz:39.328>0.1]
2015it [2:00:25,  5.57s/it, bound:263 nc: 85 ncall:1.7e+05 eff:1.2% logz-ratio=-337.97+/-0.06 dlogz:38.830>0.1]
2039it [2:02:23,  5.33s/it, bound:268 nc:133 ncall:1.8e+05 eff:1.2% logz-ratio=-337.46+/-0.08 dlogz:38.269>0.1]
2063it [2:03:38,  4.59s/it, bound:272 nc:119 ncall:1.8e+05 eff:1.2% logz-ratio=-336.93+/-0.09 dlogz:37.691>0.1]
2087it [2:05:12,  4.37s/it, bound:275 nc: 74 ncall:1.8e+05 eff:1.2% logz-ratio=-336.39+/-0.10 dlogz:37.099>0.1]
2112it [2:06:28,  3.93s/it, bound:279 nc: 95 ncall:1.8e+05 eff:1.2% logz-ratio=-335.87+/-0.10 dlogz:36.526>0.1]
2136it [2:08:36,  4.36s/it, bound:282 nc: 75 ncall:1.8e+05 eff:1.2% logz-ratio=-335.34+/-0.10 dlogz:35.960>0.1]
2139it [2:08:53,  4.42s/it, bound:282 nc:129 ncall:1.8e+05 eff:1.2% logz-ratio=-335.27+/-0.02 dlogz:35.880>0.1]
2161it [2:11:38,  5.51s/it, bound:287 nc:129 ncall:1.9e+05 eff:1.2% logz-ratio=-334.74+/-0.07 dlogz:35.306>0.1]
2186it [2:15:17,  6.70s/it, bound:293 nc:165 ncall:1.9e+05 eff:1.1% logz-ratio=-334.14+/-0.09 dlogz:34.653>0.1]
2211it [2:16:55,  5.75s/it, bound:301 nc:210 ncall:2.0e+05 eff:1.1% logz-ratio=-333.58+/-0.10 dlogz:34.041>0.1]
2233it [2:16:55,  4.02s/it, bound:305 nc:102 ncall:2.0e+05 eff:1.1% logz-ratio=-333.10+/-0.03 dlogz:33.516>0.1]
2234it [2:17:11,  4.02s/it, bound:305 nc:102 ncall:2.0e+05 eff:1.1% logz-ratio=-333.08+/-0.03 dlogz:33.493>0.1]
2235it [2:18:33,  5.71s/it, bound:305 nc:102 ncall:2.0e+05 eff:1.1% logz-ratio=-333.06+/-0.04 dlogz:33.470>0.1]
2260it [2:20:07,  4.92s/it, bound:308 nc: 97 ncall:2.0e+05 eff:1.1% logz-ratio=-332.55+/-0.07 dlogz:32.916>0.1]
2285it [2:22:41,  5.38s/it, bound:312 nc: 96 ncall:2.0e+05 eff:1.1% logz-ratio=-332.10+/-0.09 dlogz:35.394>0.1]
2309it [2:24:16,  4.91s/it, bound:318 nc:155 ncall:2.1e+05 eff:1.1% logz-ratio=-331.70+/-0.09 dlogz:34.939>0.1]
2333it [2:25:38,  4.42s/it, bound:321 nc: 98 ncall:2.1e+05 eff:1.1% logz-ratio=-331.34+/-0.10 dlogz:34.529>0.1]
2357it [2:26:46,  3.93s/it, bound:324 nc: 84 ncall:2.1e+05 eff:1.1% logz-ratio=-330.97+/-0.10 dlogz:34.113>0.1]
2367it [2:27:03,  3.58s/it, bound:325 nc: 69 ncall:2.1e+05 eff:1.1% logz-ratio=-330.79+/-0.01 dlogz:33.914>0.1]
2380it [2:28:18,  4.07s/it, bound:327 nc: 69 ncall:2.1e+05 eff:1.1% logz-ratio=-330.54+/-0.05 dlogz:33.646>0.1]
2402it [2:30:20,  4.59s/it, bound:329 nc: 74 ncall:2.2e+05 eff:1.1% logz-ratio=-330.10+/-0.08 dlogz:33.160>0.1]
2426it [2:31:29,  3.98s/it, bound:334 nc:120 ncall:2.2e+05 eff:1.1% logz-ratio=-329.65+/-0.09 dlogz:32.664>0.1]
2450it [2:33:13,  4.10s/it, bound:337 nc: 70 ncall:2.2e+05 eff:1.1% logz-ratio=-329.22+/-0.10 dlogz:32.185>0.1]
2473it [2:40:30,  8.81s/it, bound:341 nc:106 ncall:2.2e+05 eff:1.1% logz-ratio=-328.83+/-0.10 dlogz:31.748>0.1]
2485it [2:40:48,  7.41s/it, bound:347 nc:426 ncall:2.3e+05 eff:1.1% logz-ratio=-328.63+/-0.01 dlogz:31.520>0.1]
2498it [2:41:56,  6.91s/it, bound:353 nc:426 ncall:2.3e+05 eff:1.1% logz-ratio=-328.42+/-0.05 dlogz:31.280>0.1]
2522it [2:44:54,  7.10s/it, bound:356 nc: 71 ncall:2.3e+05 eff:1.1% logz-ratio=-328.01+/-0.08 dlogz:30.827>0.1]
2545it [2:46:29,  6.10s/it, bound:362 nc: 93 ncall:2.4e+05 eff:1.1% logz-ratio=-327.63+/-0.09 dlogz:30.400>0.1]
2569it [2:48:17,  5.57s/it, bound:365 nc: 93 ncall:2.4e+05 eff:1.1% logz-ratio=-327.26+/-0.10 dlogz:29.985>0.1]
2577it [2:48:17,  4.80s/it, bound:366 nc:113 ncall:2.4e+05 eff:1.1% logz-ratio=-327.15+/-0.03 dlogz:29.855>0.1]
2591it [2:48:31,  4.80s/it, bound:369 nc:113 ncall:2.4e+05 eff:1.1% logz-ratio=-326.96+/-0.05 dlogz:29.633>0.1]
2592it [2:50:42,  6.11s/it, bound:369 nc:113 ncall:2.4e+05 eff:1.1% logz-ratio=-326.94+/-0.05 dlogz:29.617>0.1]
2617it [2:52:51,  5.74s/it, bound:374 nc:142 ncall:2.5e+05 eff:1.1% logz-ratio=-326.59+/-0.08 dlogz:29.214>0.1]
2641it [3:02:06, 11.80s/it, bound:379 nc:126 ncall:2.5e+05 eff:1.1% logz-ratio=-326.25+/-0.09 dlogz:28.822>0.1]
2652it [3:02:24,  9.91s/it, bound:385 nc:562 ncall:2.6e+05 eff:1.0% logz-ratio=-326.09+/-0.01 dlogz:28.643>0.1]
2663it [3:04:45, 10.53s/it, bound:390 nc:562 ncall:2.6e+05 eff:1.0% logz-ratio=-325.92+/-0.05 dlogz:28.457>0.1]
2686it [3:06:35,  8.31s/it, bound:395 nc:139 ncall:2.7e+05 eff:1.0% logz-ratio=-325.60+/-0.07 dlogz:28.082>0.1]
2709it [3:08:28,  7.10s/it, bound:399 nc:108 ncall:2.7e+05 eff:1.0% logz-ratio=-325.29+/-0.08 dlogz:27.734>0.1]
2726it [3:08:28,  5.17s/it, bound:402 nc:114 ncall:2.7e+05 eff:1.0% logz-ratio=-325.06+/-0.02 dlogz:27.462>0.1]
2733it [3:08:41,  5.17s/it, bound:403 nc:114 ncall:2.7e+05 eff:1.0% logz-ratio=-324.96+/-0.04 dlogz:27.348>0.1]
2734it [3:11:03,  7.37s/it, bound:403 nc:114 ncall:2.7e+05 eff:1.0% logz-ratio=-324.94+/-0.04 dlogz:27.333>0.1]
2759it [3:14:19,  7.57s/it, bound:409 nc:156 ncall:2.7e+05 eff:1.0% logz-ratio=-324.60+/-0.07 dlogz:26.936>0.1]
2783it [3:15:47,  6.15s/it, bound:417 nc:204 ncall:2.8e+05 eff:1.0% logz-ratio=-324.25+/-0.09 dlogz:26.547>0.1]
2807it [3:17:21,  5.39s/it, bound:421 nc: 90 ncall:2.8e+05 eff:1.0% logz-ratio=-323.92+/-0.09 dlogz:26.160>0.1]
2829it [3:17:39,  3.99s/it, bound:424 nc: 96 ncall:2.8e+05 eff:1.0% logz-ratio=-323.64+/-0.01 dlogz:25.841>0.1]
2831it [3:19:28,  5.93s/it, bound:424 nc: 96 ncall:2.8e+05 eff:1.0% logz-ratio=-323.62+/-0.02 dlogz:25.813>0.1]
2855it [3:21:10,  5.26s/it, bound:428 nc:108 ncall:2.9e+05 eff:1.0% logz-ratio=-323.33+/-0.06 dlogz:25.478>0.1]
2879it [3:23:14,  5.23s/it, bound:432 nc:104 ncall:2.9e+05 eff:1.0% logz-ratio=-323.06+/-0.08 dlogz:25.159>0.1]
2903it [3:25:24,  5.29s/it, bound:437 nc:124 ncall:2.9e+05 eff:1.0% logz-ratio=-322.78+/-0.09 dlogz:24.832>0.1]
2927it [3:26:56,  4.82s/it, bound:442 nc:131 ncall:3.0e+05 eff:1.0% logz-ratio=-322.50+/-0.09 dlogz:24.501>0.1]
2951it [3:29:21,  5.21s/it, bound:445 nc:152 ncall:3.0e+05 eff:1.0% logz-ratio=-322.23+/-0.10 dlogz:24.181>0.1]
2954it [3:29:40,  5.26s/it, bound:446 nc:152 ncall:3.0e+05 eff:1.0% logz-ratio=-322.19+/-0.01 dlogz:25.357>0.1]
2972it [3:31:00,  5.01s/it, bound:450 nc:152 ncall:3.0e+05 eff:1.0% logz-ratio=-321.99+/-0.05 dlogz:25.121>0.1]
2998it [3:33:04,  4.92s/it, bound:454 nc: 81 ncall:3.0e+05 eff:1.0% logz-ratio=-321.74+/-0.07 dlogz:24.811>0.1]
3022it [3:34:14,  4.23s/it, bound:458 nc:124 ncall:3.1e+05 eff:1.0% logz-ratio=-321.51+/-0.08 dlogz:24.535>0.1]
3045it [3:35:52,  4.24s/it, bound:461 nc: 71 ncall:3.1e+05 eff:1.0% logz-ratio=-321.31+/-0.09 dlogz:24.285>0.1]
3069it [3:37:17,  4.01s/it, bound:464 nc: 98 ncall:3.1e+05 eff:1.0% logz-ratio=-321.09+/-0.09 dlogz:24.019>0.1]
3092it [3:38:36,  3.84s/it, bound:468 nc: 89 ncall:3.1e+05 eff:1.0% logz-ratio=-320.88+/-0.10 dlogz:23.766>0.1]
3111it [3:38:36,  2.82s/it, bound:470 nc: 77 ncall:3.1e+05 eff:1.0% logz-ratio=-320.70+/-0.05 dlogz:23.547>0.1]
3116it [3:38:51,  2.82s/it, bound:471 nc: 77 ncall:3.1e+05 eff:1.0% logz-ratio=-320.65+/-0.05 dlogz:23.488>0.1]
3117it [3:40:14,  4.26s/it, bound:471 nc: 77 ncall:3.1e+05 eff:1.0% logz-ratio=-320.64+/-0.05 dlogz:23.477>0.1]
3141it [3:41:28,  3.81s/it, bound:475 nc: 75 ncall:3.2e+05 eff:1.0% logz-ratio=-320.41+/-0.07 dlogz:23.196>0.1]
3164it [3:42:58,  3.85s/it, bound:478 nc: 75 ncall:3.2e+05 eff:1.0% logz-ratio=-320.19+/-0.08 dlogz:22.929>0.1]
3188it [3:45:05,  4.34s/it, bound:481 nc: 87 ncall:3.2e+05 eff:1.0% logz-ratio=-319.95+/-0.09 dlogz:22.646>0.1]
3213it [3:47:07,  4.52s/it, bound:486 nc:125 ncall:3.2e+05 eff:1.0% logz-ratio=-319.71+/-0.10 dlogz:22.358>0.1]
3237it [3:48:47,  4.41s/it, bound:490 nc:118 ncall:3.3e+05 eff:1.0% logz-ratio=-319.46+/-0.10 dlogz:22.057>0.1]
3240it [3:49:06,  4.51s/it, bound:491 nc:100 ncall:3.3e+05 eff:1.0% logz-ratio=-319.43+/-0.01 dlogz:22.020>0.1]
